source_row_id,fold
uci144-row-0421,5
uci144-row-0422,3
uci144-row-0423,3
uci144-row-0425,2
uci144-row-0426,1
uci144-row-0427,1
uci144-row-0428,2
uci144-row-0429,1
uci144-row-0430,5
uci144-row-0433,1
uci144-row-0435,3
uci144-row-0437,1
uci144-row-0438,2
uci144-row-0439,3
uci144-row-0440,2
uci144-row-0441,5
uci144-row-0442,2
uci144-row-0443,5
uci144-row-0444,4
uci144-row-0445,2
uci144-row-0446,5
uci144-row-0447,1
uci144-row-0448,2
uci144-row-0449,4
uci144-row-0450,3
uci144-row-0451,1
uci144-row-0452,3
uci144-row-0453,2
uci144-row-0454,4
uci144-row-0455,4
uci144-row-0457,5
uci144-row-0458,2
uci144-row-0459,2
uci144-row-0460,2
uci144-row-0461,3
uci144-row-0462,3
uci144-row-0463,4
uci144-row-0465,3
uci144-row-0467,2
uci144-row-0468,1
uci144-row-0469,4
uci144-row-0470,1
uci144-row-0471,5
uci144-row-0472,3
uci144-row-0473,4
uci144-row-0475,4
uci144-row-0476,4
uci144-row-0477,4
uci144-row-0479,5
uci144-row-0480,2
uci144-row-0481,3
uci144-row-0482,4
uci144-row-0483,4
uci144-row-0484,5
uci144-row-0485,4
uci144-row-0487,3
uci144-row-0488,4
uci144-row-0489,5
uci144-row-0490,4
uci144-row-0491,1
uci144-row-0492,1
uci144-row-0493,2
uci144-row-0494,3
uci144-row-0495,4
uci144-row-0496,5
uci144-row-0497,1
uci144-row-0498,1
uci144-row-0499,1
uci144-row-0500,4
uci144-row-0501,5
uci144-row-0502,3
uci144-row-0503,3
uci144-row-0504,3
uci144-row-0505,2
uci144-row-0506,3
uci144-row-0508,2
uci144-row-0509,4
uci144-row-0510,3
uci144-row-0512,2
uci144-row-0513,3
uci144-row-0514,5
uci144-row-0516,1
uci144-row-0517,4
uci144-row-0518,4
uci144-row-0519,2
uci144-row-0520,5
uci144-row-0521,2
uci144-row-0522,1
uci144-row-0526,5
uci144-row-0527,2
uci144-row-0528,4
uci144-row-0530,4
uci144-row-0531,2
uci144-row-0532,4
uci144-row-0534,4
uci144-row-0536,5
uci144-row-0537,1
uci144-row-0539,2
uci144-row-0540,2
uci144-row-0541,1
uci144-row-0544,1
uci144-row-0546,4
uci144-row-0547,3
uci144-row-0548,5
uci144-row-0550,1
uci144-row-0551,5
uci144-row-0553,2
uci144-row-0554,3
uci144-row-0555,4
uci144-row-0556,3
uci144-row-0557,5
uci144-row-0558,1
uci144-row-0559,1
uci144-row-0560,1
uci144-row-0561,2
uci144-row-0562,2
uci144-row-0565,2
uci144-row-0566,2
uci144-row-0567,3
uci144-row-0568,3
uci144-row-0569,3
uci144-row-0570,1
uci144-row-0573,4
uci144-row-0574,4
uci144-row-0575,5
uci144-row-0576,4
uci144-row-0577,5
uci144-row-0578,5
uci144-row-0579,3
uci144-row-0581,2
uci144-row-0582,2
uci144-row-0583,5
uci144-row-0584,1
uci144-row-0585,2
uci144-row-0586,5
uci144-row-0587,5
uci144-row-0589,1
uci144-row-0590,4
uci144-row-0591,2
uci144-row-0592,2
uci144-row-0593,5
uci144-row-0594,3
uci144-row-0596,5
uci144-row-0597,2
uci144-row-0598,5
uci144-row-0600,4
uci144-row-0601,4
uci144-row-0602,2
uci144-row-0603,3
uci144-row-0604,1
uci144-row-0605,5
uci144-row-0606,5
uci144-row-0607,4
uci144-row-0608,5
uci144-row-0610,4
uci144-row-0611,3
uci144-row-0612,2
uci144-row-0613,3
uci144-row-0614,4
uci144-row-0615,4
uci144-row-0616,4
uci144-row-0617,4
uci144-row-0618,2
uci144-row-0619,2
uci144-row-0620,2
uci144-row-0622,4
uci144-row-0623,5
uci144-row-0624,5
uci144-row-0625,3
uci144-row-0626,4
uci144-row-0627,4
uci144-row-0628,5
uci144-row-0629,3
uci144-row-0630,2
uci144-row-0631,4
uci144-row-0632,4
uci144-row-0633,3
uci144-row-0634,2
uci144-row-0635,2
uci144-row-0636,3
uci144-row-0637,4
uci144-row-0638,2
uci144-row-0639,3
uci144-row-0640,3
uci144-row-0641,5
uci144-row-0642,2
uci144-row-0643,4
uci144-row-0644,2
uci144-row-0645,4
uci144-row-0646,2
uci144-row-0647,3
uci144-row-0649,1
uci144-row-0650,3
uci144-row-0651,3
uci144-row-0652,1
uci144-row-0653,2
uci144-row-0655,2
uci144-row-0656,2
uci144-row-0657,4
uci144-row-0660,4
uci144-row-0661,3
uci144-row-0662,5
uci144-row-0667,5
uci144-row-0668,4
uci144-row-0670,4
uci144-row-0671,2
uci144-row-0673,5
uci144-row-0674,3
uci144-row-0675,2
uci144-row-0676,5
uci144-row-0677,5
uci144-row-0680,1
uci144-row-0681,4
uci144-row-0685,5
uci144-row-0686,2
uci144-row-0687,4
uci144-row-0688,1
uci144-row-0689,2
uci144-row-0690,1
uci144-row-0691,3
uci144-row-0693,1
uci144-row-0694,3
uci144-row-0695,2
uci144-row-0696,5
uci144-row-0698,2
uci144-row-0701,5
uci144-row-0702,3
uci144-row-0703,1
uci144-row-0704,1
uci144-row-0705,1
uci144-row-0706,2
uci144-row-0707,5
uci144-row-0708,4
uci144-row-0709,2
uci144-row-0711,5
uci144-row-0712,4
uci144-row-0713,4
uci144-row-0714,2
uci144-row-0715,1
uci144-row-0717,5
uci144-row-0719,1
uci144-row-0720,1
uci144-row-0721,1
uci144-row-0722,4
uci144-row-0723,1
uci144-row-0724,3
uci144-row-0727,4
uci144-row-0728,3
uci144-row-0729,4
uci144-row-0731,4
uci144-row-0732,4
uci144-row-0733,5
uci144-row-0734,2
uci144-row-0735,5
uci144-row-0736,1
uci144-row-0737,5
uci144-row-0738,5
uci144-row-0739,5
uci144-row-0741,2
uci144-row-0742,4
uci144-row-0744,3
uci144-row-0745,4
uci144-row-0746,4
uci144-row-0748,4
uci144-row-0749,3
uci144-row-0750,5
uci144-row-0751,1
uci144-row-0753,3
uci144-row-0754,5
uci144-row-0755,1
uci144-row-0756,4
uci144-row-0757,1
uci144-row-0758,2
uci144-row-0759,3
uci144-row-0760,5
uci144-row-0761,5
uci144-row-0763,2
uci144-row-0764,5
uci144-row-0765,5
uci144-row-0766,2
uci144-row-0767,4
uci144-row-0768,1
uci144-row-0769,3
uci144-row-0770,2
uci144-row-0771,1
uci144-row-0772,2
uci144-row-0774,4
uci144-row-0775,1
uci144-row-0776,4
uci144-row-0777,1
uci144-row-0778,4
uci144-row-0779,3
uci144-row-0781,3
uci144-row-0782,3
uci144-row-0783,2
uci144-row-0784,3
uci144-row-0785,2
uci144-row-0786,1
uci144-row-0787,5
uci144-row-0788,3
uci144-row-0790,3
uci144-row-0791,4
uci144-row-0793,3
uci144-row-0796,4
uci144-row-0798,3
uci144-row-0799,4
uci144-row-0806,4
uci144-row-0808,2
uci144-row-0809,4
uci144-row-0810,1
uci144-row-0811,5
uci144-row-0812,2
uci144-row-0813,4
uci144-row-0814,3
uci144-row-0815,1
uci144-row-0816,1
uci144-row-0817,2
uci144-row-0820,2
uci144-row-0821,2
uci144-row-0822,5
uci144-row-0823,5
uci144-row-0824,1
uci144-row-0825,3
uci144-row-0826,4
uci144-row-0827,4
uci144-row-0828,2
uci144-row-0829,3
uci144-row-0830,1
uci144-row-0831,3
uci144-row-0834,1
uci144-row-0835,4
uci144-row-0836,1
uci144-row-0837,2
uci144-row-0838,1
uci144-row-0839,4
uci144-row-0840,2
uci144-row-0842,5
uci144-row-0843,5
uci144-row-0844,2
uci144-row-0847,5
uci144-row-0848,4
uci144-row-0850,2
uci144-row-0851,3
uci144-row-0852,3
uci144-row-0853,1
uci144-row-0856,5
uci144-row-0858,4
uci144-row-0860,3
uci144-row-0862,3
uci144-row-0863,3
uci144-row-0864,2
uci144-row-0865,2
uci144-row-0866,2
uci144-row-0867,3
uci144-row-0868,5
uci144-row-0869,3
uci144-row-0870,5
uci144-row-0871,5
uci144-row-0872,5
uci144-row-0873,5
uci144-row-0874,3
uci144-row-0875,4
uci144-row-0877,3
uci144-row-0879,2
uci144-row-0880,5
uci144-row-0881,4
uci144-row-0882,2
uci144-row-0883,2
uci144-row-0884,1
uci144-row-0885,3
uci144-row-0886,5
uci144-row-0887,2
uci144-row-0889,4
uci144-row-0890,2
uci144-row-0892,5
uci144-row-0893,3
uci144-row-0894,3
uci144-row-0895,1
uci144-row-0896,1
uci144-row-0897,4
uci144-row-0898,1
uci144-row-0899,5
uci144-row-0900,1
uci144-row-0901,5
uci144-row-0902,4
uci144-row-0903,1
uci144-row-0904,4
uci144-row-0905,1
uci144-row-0906,2
uci144-row-0907,1
uci144-row-0908,4
uci144-row-0909,3
uci144-row-0910,5
uci144-row-0911,4
uci144-row-0912,1
uci144-row-0913,5
uci144-row-0914,4
uci144-row-0915,2
uci144-row-0917,1
uci144-row-0919,4
uci144-row-0920,4
uci144-row-0921,4
uci144-row-0923,3
uci144-row-0924,4
uci144-row-0925,3
uci144-row-0926,4
uci144-row-0927,3
uci144-row-0928,1
uci144-row-0929,1
uci144-row-0930,3
uci144-row-0931,4
uci144-row-0933,3
uci144-row-0935,2
uci144-row-0936,4
uci144-row-0938,5
uci144-row-0940,5
uci144-row-0941,5
uci144-row-0943,5
uci144-row-0944,3
uci144-row-0946,2
uci144-row-0947,3
uci144-row-0949,2
uci144-row-0950,5
uci144-row-0951,5
uci144-row-0952,3
uci144-row-0953,2
uci144-row-0955,5
uci144-row-0956,1
uci144-row-0957,5
uci144-row-0958,3
uci144-row-0959,2
uci144-row-0960,1
uci144-row-0961,3
uci144-row-0962,5
uci144-row-0963,2
uci144-row-0964,3
uci144-row-0965,3
uci144-row-0966,2
uci144-row-0968,4
uci144-row-0969,4
uci144-row-0970,5
uci144-row-0971,4
uci144-row-0972,3
uci144-row-0973,1
uci144-row-0974,1
uci144-row-0976,2
uci144-row-0977,1
uci144-row-0979,3
uci144-row-0980,3
uci144-row-0981,5
uci144-row-0982,1
uci144-row-0983,4
uci144-row-0984,1
uci144-row-0985,1
uci144-row-0986,5
uci144-row-0987,3
uci144-row-0988,2
uci144-row-0989,5
uci144-row-0990,2
uci144-row-0991,1
uci144-row-0992,1
uci144-row-0995,1
uci144-row-0996,3
uci144-row-0998,4
uci144-row-1000,1
